CountyId,StateId,RegionId,Male,Female,Poverty,ChildPoverty,CarOwnership,PrivateEmploy,SelfEmploy,Unemploy,AvgCommute,PublicEmploy,AvgAge,AvgIncome
47049,47,4,8783,9148,26,35.9,86.1,70,12.7,10.4,23.3,17.2,31,30259
47051,47,4,20046,21092,17.1,21.4,82,75.4,7.4,9.5,22.6,17,42,42773
47053,47,4,23577,25995,18.7,27.7,90,79.5,7.9,9.5,23.8,12.4,38,38457
47055,47,4,14161,14788,16.4,20.4,86.6,75.8,,9.9,25.9,15.5,41,41093
47057,47,4,11318,11418,20.6,26.5,82.8,76.5,10.2,9.5,32.7,13,35,35391
47059,47,4,33463,35113,20.5,32.1,85.9,76.4,7.5,8.7,22.7,15.9,35,35196
47061,47,4,6687,6837,28.7,38.3,83,77.9,9.8,10.2,29,12.2,31,27373
47063,47,4,30693,32306,21.3,30.7,83.6,81.7,,10.1,22.1,11.3,37,37617
47065,47,4,167812,180309,16,23.6,83.3,79.6,5.9,8,21.6,14.3,48,48248
47067,47,4,3279,3363,27.7,34.6,82.2,64.4,13.5,12.1,-32.7,22.1,31,26898
47069,47,4,14297,11956,24.8,34.1,85.4,70.7,7.2,18.7,28.2,22,31,31801
47071,47,4,12619,13281,23.3,31.7,87,72.9,11.6,13.9,23.5,15.5,35,35290
47073,47,4,27682,28913,19.1,29,88.4,79.8,7.6,10,25,12.6,36,36927
47075,47,4,8544,9704,,32.3,88.3,75.7,6.2,10.5,24.2,17.6,34,34182
47077,47,4,13465,14548,21.5,33.4,85.4,76.9,,9.4,24.4,13.8,38,38745
47079,47,4,15657,16612,18.5,27.4,86.9,72.2,10.3,9.7,22,16.8,38,38234
47081,47,4,12745,11538,20.9,29.6,81.2,77.7,8.3,8.6,37.1,14,36,36334
47083,47,4,4098,4192,23.1,37,82,66.8,13.9,8.1,33.4,19.2,39,39401
47085,47,4,9048,9192,15.9,22.3,83.6,73.1,7.9,8.9,26.6,18.6,41,41949
47087,47,4,5816,5680,,44.4,88.8,72.7,8.6,14.5,30.9,17.4,31,31534
47089,47,4,25876,26614,16.5,23,81,77.9,7.1,9.1,26.3,14.9,42,42417
47091,47,4,9643,8374,25.6,33.1,80.9,65.6,9.4,9,25.8,24.8,31,30763
47093,47,4,215996,228352,16,20.7,84.9,80.4,5.9,6.5,21.6,13.6,48,48701
47095,47,4,4937,2750,27,40.9,85.4,63.1,6.4,10.1,18.1,29.9,31,30086
47097,47,4,14296,13131,26.7,35.3,90.2,72.5,5.5,13.4,24.9,21.8,31,30281
47099,47,4,20757,21469,20.3,31,85.6,75.8,9,10.8,26.4,14.8,37,37814
47101,47,4,6016,5928,19.6,24.3,74.9,74.8,15,7.7,27.2,10.3,36,36621
47103,47,4,16431,17119,16.7,24.5,84.3,77.8,9,7.6,28.1,12.9,40,40389
47105,47,4,24438,25791,14.4,28.7,83,80.3,6.9,8.9,25.5,12.6,51,51107
47107,47,4,25513,26993,19.9,28.3,85.8,83,5.5,9.3,23,11.5,38,38535
47109,47,4,12684,13419,20.7,25.8,86.4,72.7,,14.9,25.2,17.3,32,32557
47111,47,4,11209,11552,18.9,22.2,82.8,77.1,,7.4,31.4,13.4,33,33509
47113,47,4,46495,51689,19.6,30.2,85.1,80,5.5,8.4,18.9,14.2,42,42544
47115,47,4,13861,14445,,30.3,82.2,79.6,6.2,6.7,28.5,14.1,41,41348
47117,47,4,15339,15820,,25.3,86.9,80.8,6.2,8.4,30.1,12.9,42,42661
47119,47,4,40561,43528,15.3,23.5,84,81.2,7,7.7,29.9,11.6,47,47692
47121,47,4,5755,5961,,27.5,85.7,81.2,6.3,15,30.1,12.6,34,34424
47123,47,4,22675,22618,19.3,30.6,86.2,81.8,6.9,12.5,28,11.2,35,35291
47125,47,4,92677,93303,15.8,22.6,84.8,70.1,6.1,9.7,24.2,23.7,50,50344
47127,47,4,3073,3278,10.8,23.3,88.2,74.4,10.7,6.5,26,14.3,49,49427
47129,47,4,12150,9644,22.7,33.5,82.7,68.6,4.7,8.5,30.8,26.7,39,39049
47131,47,4,14945,16184,20.6,30.1,88.3,77,,11.2,19.9,13.4,40,40281
47133,47,4,10878,11222,21.5,29.9,87.6,74.4,10.7,7.7,27.2,14.8,35,35287
47135,47,4,3948,3916,25.8,38,75.1,70.9,9.2,9.5,29.6,19.9,31,31425
47137,47,4,2505,2592,16.1,24.5,85.9,64.3,12,4.9,25.2,23.6,36,36773
47139,47,4,8370,8317,18.9,28.5,85.2,81.6,5.7,10.9,29.4,12.7,38,38925
47141,47,4,36303,37507,25.2,31.8,89.1,75.7,8.6,8.4,22.9,15.3,35,35343
47143,47,4,16022,16372,24.5,37.3,78.9,75.4,,11.1,22.5,17.2,36,36146
47145,47,4,26021,27141,18.4,27.9,85.4,74.5,,9.8,26.9,18.9,40,40854
47147,47,4,33086,34340,12,16.7,82,77,8,8.4,28.9,14.9,53,53151
47149,47,4,139456,143102,12.4,14.8,85.1,80.6,5.8,6.8,28,13.4,56,56219
47151,47,4,10789,11254,27.3,37.5,84.8,70.9,9.9,14.1,28.8,18.7,31,30246
47153,47,4,7172,7420,16.3,17.8,79.9,71.7,11.8,9,32.6,16.3,45,45408
47155,47,4,45866,47751,15.3,21.5,77.3,78.5,9.4,7.4,25.7,11.6,42,42258
47157,47,4,447161,490589,21.4,33.3,82.9,80.9,5.1,10.3,22.6,13.9,46,46224
47159,47,4,9479,9657,16.3,22.8,88.8,76,10.3,5.2,27.9,13.6,43,43914
47161,47,4,6668,6618,19.5,28.9,83.8,65.6,5.7,10.1,34.4,28.5,42,42023
47163,47,4,75894,80858,17.5,26.9,86.7,81.2,,8.2,21.9,11.8,40,40346
47165,47,4,82811,86812,9.3,12.7,84.1,79.1,7.8,6,27.7,12.9,57,57382
47167,47,4,30506,31168,13.6,18.5,84.8,78.6,4.6,10.6,32.4,16.7,53,53669
47169,47,4,3938,3946,17.3,20.7,85.2,76.2,8.1,10.5,29.1,15.5,41,41029
47171,47,4,8945,9124,22.5,31.1,81.2,77.7,,13.7,20.9,16.6,33,33210
47173,47,4,9501,9595,21.5,30.5,83.5,75.6,9.8,9.5,34.4,13,37,37351
47175,47,4,2791,2805,18,29.6,83.9,62.9,9.6,11.2,27.9,27.5,40,40439
47177,47,4,19801,20214,21.2,30.3,81.9,77.3,8.1,8,24,14.1,35,35376
47179,47,4,60955,64362,18.1,23.9,86.2,76.8,6,6.2,20.6,17.1,42,42817
47181,47,4,9295,7602,21.8,33.4,82.9,69.4,8.1,12.2,27.4,22.5,31,30701
47183,47,4,16743,17672,19.1,22.6,87.2,71.5,8.1,11.2,19.9,19.9,37,37037
47185,47,4,12845,13407,19.6,25.2,85.7,72.7,9.4,10.5,23.8,17.7,34,34901
47187,47,4,97258,102198,5.1,6.2,80.9,80.3,9,4.2,27.1,10.5,96,96565
47189,47,4,59985,62460,10.1,13.7,85.8,80.7,7.5,6.5,28.9,11.7,61,61070
48001,48,5,35469,22446,,27,84.4,69.8,,4.3,21.6,23.6,41,41327
48003,48,5,8557,8218,12.3,17,78,83.1,6.8,3.9,19.3,9.6,70,70423
48005,48,5,42886,44862,19.4,30,82.7,76.2,5.9,9.1,17.7,17.8,44,44223
48007,48,5,12031,12261,19,36.4,79.6,75.4,12.2,6.8,22,12.4,41,41690
48009,48,5,4374,4405,9.9,12.1,86.4,76.6,9.5,3,21.5,13.8,60,60275
48011,48,5,977,966,6.9,4.3,74.4,65.6,9.5,1.1,25.3,24.4,59,59737
48013,48,5,23397,23653,16.4,24.9,78.5,78.1,7.5,6.5,29.4,14.3,52,52192
48015,48,5,14386,14500,11.5,19.2,80.6,80.4,7.7,6.2,28.2,11.8,53,53687
48017,48,5,3692,3434,19,25.8,77.3,75.3,5.6,4.3,19.6,19.1,37,37397
48019,48,5,10387,10409,13,21.1,81.7,69.2,11.6,4.8,35,19,49,49863
48021,48,5,39211,37737,14.3,20.6,79.3,71.3,8.3,9.8,33.2,20.1,54,54821
48023,48,5,1765,1863,11.9,2.2,91.3,62,21.5,1.4,13,16.6,36,36373
48025,48,5,19722,12937,21.2,35.6,81,70.5,6.7,7,23,22.7,42,42302
48027,48,5,162705,163336,15.3,21.7,81.4,69.2,5,9.5,20.1,25.7,50,50550
48029,48,5,897690,927812,17.4,24.9,79.2,79.6,5.6,7.4,24.5,14.8,51,51150
48031,48,5,5398,5325,9,14.3,76.3,70.4,11.8,6.4,26,17.5,55,55504
48033,48,5,362,343,,0,78.6,45.7,17,0.7,24.9,36.2,73,73750
48035,48,5,8853,9118,14.5,23.1,78.3,75.7,11.2,7.9,29.4,12.8,44,44674
48037,48,5,47014,46141,19.1,27.4,84.6,75.5,5.1,8.5,17.8,19.4,42,42670
48039,48,5,168196,163545,11.2,14.6,86.7,80.5,5,5.4,29.1,14.4,69,69749
48041,48,5,104060,101211,,24.3,76.3,68.3,5.8,6.4,17.7,25.6,39,39808
48043,48,5,4434,4801,13.5,10.6,71,49.2,9,4.9,12,40.4,38,38395
48045,48,5,871,799,18.6,27.4,79.4,62.9,12.4,4.7,20.6,23.6,38,38603
48047,48,5,3744,3477,39.6,57.8,84,72.8,6.3,19.8,20.3,20.9,31,22741
48049,48,5,18768,19065,18.3,30.2,87.3,75.2,8.2,4.3,17.4,16.5,41,41962
48051,48,5,8611,8682,16.2,27,82.6,69.4,8.4,7.5,27.3,21.7,51,51821
48053,48,5,21891,22253,16,26.8,78.9,74.1,11.7,5.1,25.5,14.2,49,49732
48055,48,5,19907,19440,19.3,24.3,78.1,74.7,6.7,5.2,30.7,18.6,47,47233
48057,48,5,10840,10826,19.3,30.4,79.6,80.5,6.7,7.2,22.9,12.8,51,51078
48059,48,5,6615,6917,19,20.7,84.5,71.2,9.4,5.4,22.2,17,40,40981
48061,48,5,201583,216364,33.8,47.5,83.1,72.7,8.9,10,19.9,18.2,33,33266
48063,48,5,6105,6411,19.7,28.2,82.3,73.7,9.9,8.5,22.6,16,37,37851
48065,48,5,2926,3142,7.3,10.6,90.5,72.5,9.2,1.7,19.8,18.3,66,66023
48067,48,5,14717,15611,19.8,30.8,88.1,76,8.1,9.2,25.1,15.9,37,37352
48069,48,5,4053,3895,17.1,23.7,80,73.5,10.8,4.7,15.2,14.5,39,39459
48071,48,5,18691,18560,10.6,9.7,85.4,77.9,,7.8,31,15.9,70,70544
48073,48,5,26098,25069,22.1,34.8,82.4,72.9,6.5,6.4,25.8,20.4,39,39595
48075,48,5,4050,3009,20.2,28.8,89.9,62,6.1,5.2,11.7,31.7,36,36633
48077,48,5,5265,5214,12.1,13.7,84.2,72.4,10.4,6.8,24.8,17,48,48297
48079,48,5,1519,1474,20,23.7,71.9,66.6,12,8.5,19.5,20.9,39,39113
48081,48,5,1667,1571,11.6,11.4,84.2,58.7,9.8,3.1,22.3,31.5,42,42467
48083,48,5,4223,4313,22.6,41.1,86.5,71.4,10.9,8.2,25.8,17.4,35,35156
48085,48,5,423260,438955,7.6,9.5,81.6,84.1,5.8,4.9,28.2,10,84,84735
48087,48,5,1490,1568,22.6,40.1,77.8,70.7,11,5.2,18.8,18.3,39,39743
48089,48,5,10231,10526,15.1,19.1,87.2,72.6,9,4.2,21.4,17.3,46,46618
48091,48,5,59187,60445,8.8,13,80.5,77.2,9.1,4.9,30.3,13.2,65,65833
48093,48,5,6673,6950,23.2,40.2,80.8,72.2,12.3,4.5,23.2,15,37,37470
48095,48,5,2726,1360,11.1,19.8,79.4,44.1,,2.8,21.1,36.7,48,48368
48097,48,5,19129,19632,13.9,22,75.4,76.9,8.1,7,24.5,14.8,52,52406
48099,48,5,37681,38447,13.8,19.8,73.3,60.3,5.3,9.5,21,34.2,49,49340
48101,48,5,786,724,22.7,39.1,66.6,56.4,,7.5,15.1,28.9,34,34955
48103,48,5,2368,2362,13.1,16.3,77,82.2,3.9,5.2,23,13.9,58,58333
48105,48,5,1854,1845,17.5,30.4,76.1,77.4,6.2,1.8,21.1,16.3,53,53678
48107,48,5,2926,3081,22.9,33.9,83.4,72.7,9.4,10,21.8,17.3,37,37434
48109,48,5,1124,1172,29.7,41.7,73.1,74.7,6.2,6.5,11,19.1,35,35000
48111,48,5,3752,3262,17,25.5,81.9,82.1,6.7,5.6,12.8,11,41,41345
48113,48,5,1225722,1259281,19.3,29.3,78.2,83.9,6.4,7.6,26.5,9.5,50,50270
48115,48,5,7670,5872,16.6,17.2,79.7,68.5,9.5,9.5,16.4,21.9,41,41095
48117,48,5,9491,9754,20.8,28.8,81.6,78,7.9,5.4,13.7,13.6,43,43373
48119,48,5,2586,2637,22.8,39.5,83.7,72.8,11,13.6,30.1,16.2,42,42432
48121,48,5,360112,371739,8.8,10.1,80.9,82.2,5.7,5.7,28.1,11.9,75,75050
48123,48,5,10795,9745,15.1,21.2,83.8,72.4,9.6,6.8,22.4,17.7,49,49736
48125,48,5,1222,1059,20.1,24.8,75.3,59,9.5,13.6,16.1,31.2,39,-39700
48127,48,5,5185,5497,18.9,26,79.3,70.5,7.6,10.3,15.8,21.9,36,36825
48129,48,5,1766,1822,17.7,32.6,68.7,56.4,,3.9,22.6,29.8,36,36681
48131,48,5,6038,5539,23.9,36.2,70,76,6.4,10.9,26.9,17.2,33,33939
48133,48,5,8979,9349,18.2,19.9,83.9,76.4,,4.4,19.1,15.1,34,34888
48135,48,5,75182,74375,13,17.1,81.4,82,6.7,5.2,21,11.2,57,57150
48137,48,5,854,1052,10.8,20.8,56.2,57.2,19.7,4.9,23.2,23,41,41813
48139,48,5,77570,79488,12.1,17.1,81.6,78.5,,6.5,28.7,14.2,62,62465
48141,48,5,406117,424978,22.8,31.7,79.4,73.9,6,8.4,23.2,20,41,41637
48143,48,5,19692,20347,24.4,23.8,80.7,76.7,7.9,4.1,20,15.3,41,41416
48145,48,5,8192,9218,22,34.4,76.2,70.8,8.4,7.2,24.5,20.5,36,36079
48147,48,5,17810,15938,17.2,22.5,81.4,73.1,7.1,6.7,29.4,19.8,44,44071
48149,48,5,12267,12582,12.4,18.9,83.2,77.4,9,1.8,23.3,13.4,47,47808
48151,48,5,1826,2032,17.5,19,82.5,72,9.4,7.2,19.7,18.1,41,41406
48153,48,5,3020,3158,22.4,38.5,81.9,73.8,9.2,8,15,16.8,41,41026
48155,48,5,591,606,9.8,6.3,88.3,60.8,13.5,9.7,18,24.9,36,36477
48157,48,5,323468,334863,8.2,11.2,82.3,81.7,5.7,5.1,32,12.5,89,89152
48159,48,5,5383,5216,16.5,25.7,81.7,72.3,13.3,6.6,23.9,13.7,41,41537
48161,48,5,10230,9356,14.9,25.1,84.8,73.6,7.3,4.9,25.1,19,44,44301
48163,48,5,10723,7445,22.1,29.5,84.1,81.1,3.4,5.2,17.9,15.4,36,36404
48165,48,5,9556,9360,11.6,11.3,76.9,76.8,11.2,4,16.2,12,57,57635
48167,48,5,152405,155758,13.9,20,80.1,75.8,5.8,7.5,27.5,18.2,62,62313
48169,48,5,4247,2163,10.4,14.3,76.1,70.5,12,2,18.4,17.5,48,48508
48171,48,5,12385,13013,11.2,18.8,74.1,74.8,14.3,6.8,19.4,10.5,54,54859
48173,48,5,655,525,3.4,0,81.1,68.5,14.4,,21,17,67,67303
48175,48,5,3653,3757,18.6,30.7,76.8,70.1,8.2,9.3,28,21.4,51,51226
48177,48,5,10122,10050,20.3,29.6,73.7,77.2,9.1,6.5,21.5,13.2,42,42983
48179,48,5,12253,10730,13.3,17.2,83.9,79.6,7,5.4,19.3,13.3,43,43288
48181,48,5,59917,62863,16.2,22.9,78.8,78.4,7.5,7.8,25,13.8,47,47952
48183,48,5,60328,62850,18.2,26.9,84.5,84.7,5.4,5.9,20.1,9.8,47,47639
48185,48,5,14823,12138,19.8,28,80.8,79.2,,6.2,31.2,15,46,46195
48187,48,5,70832,72628,9.8,13.7,84.4,77,4.8,5.7,25.3,17.9,62,62420
48189,48,5,18337,17167,23,34.7,82.3,75.9,,8.1,15.5,16.4,43,43375
48191,48,5,1605,1598,26.9,39.9,84.2,70.9,,11.5,16,15,31,30950
48193,48,5,4040,4226,14.5,16.4,76,72.9,7.5,5.9,21,17.8,42,42432
48195,48,5,2787,2772,17.1,25,83.6,71,10.2,2.3,14.8,18.6,44,44219
48197,48,5,1935,2057,14.8,17.4,74,67.3,7.5,5.9,17.6,25.3,37,37174
48199,48,5,27325,28050,12.2,17.2,86.3,80,4.2,5.5,27,15.7,52,52614
48201,48,5,2166727,2189635,18,26.8,79.2,83.4,6.3,7.5,28.2,10.1,54,54457
48203,48,5,32594,33823,17.2,25.4,87.1,80.6,5.4,7.7,21.5,13.9,45,45974
48205,48,5,3771,2350,6.4,9.3,82.4,72.1,12.4,2.1,12.7,15.1,63,63004
48207,48,5,3342,2511,20.5,35.1,83.1,62.4,15,6.9,15.9,22.5,39,39850
48209,48,5,88420,89142,16.9,17.4,77.8,73.5,7,6.7,29.3,19.4,58,58583
48211,48,5,2021,2094,12.3,22.2,77.4,71.1,12.5,3.7,17.6,16.4,62,62813
48213,48,5,38598,40418,18.8,30,79.4,75.6,10.4,7.8,28.5,13.9,41,41607
48215,48,5,399234,419983,34.2,45.9,79,70.7,11.9,9.9,22.1,17.2,34,34782
48217,48,5,17174,17749,20.8,33.6,79.3,77.1,7.6,8.9,27.4,15,41,41382
48219,48,5,11489,11833,14.6,16.8,76.8,77.1,7.1,6.4,20.1,15.6,50,50665
48221,48,5,26267,26904,11.7,17.7,82.7,78.6,9.9,5,31.8,11,56,56100
48223,48,5,17589,18056,19.9,31.3,82,76.7,9.8,7.1,22.3,13.2,44,44396
48225,48,5,12227,10722,25,41.6,81.3,67.8,9.8,6.4,25.5,22.1,32,32698
48227,48,5,20496,15609,15.6,22.1,79.8,72,,6.4,18,23,49,49575
48229,48,5,1645,1685,40.3,63.8,69.9,57.6,9.3,,22.9,33,31,26384
48231,48,5,43515,44537,18.9,25.5,81.8,78.6,7,11.4,29.4,14.4,45,45197
48233,48,5,10970,10888,16.1,21.7,84.3,80.2,5.8,5.3,19.7,13.9,49,49353
48235,48,5,824,820,11.6,19.9,79.4,57.9,18.5,4.4,22.9,21.1,58,58500
48237,48,5,5121,3825,17.2,26.7,82.1,76.1,8.1,5.6,27.5,15.2,50,50324
48239,48,5,7060,7426,12.4,15.5,80.8,76.1,9.3,5.2,24.6,13.6,54,54926
48241,48,5,17328,18440,17,24.2,78.8,77.7,6.7,11.4,29.7,15.5,40,40820
48243,48,5,1093,1139,5.7,2.2,64.4,50.5,18.2,7.1,20.9,29.5,50,50165
48245,48,5,129292,123580,19.9,29.7,87.5,81.9,,8.8,19.5,13.4,43,43540
48247,48,5,2651,2588,17.5,15.3,71.5,56.8,,16.5,32.4,30.7,35,35521
48249,48,5,20450,21011,22.3,31.6,83.6,80.3,7.1,6.6,26.6,12.6,42,42986
48251,48,5,77610,77840,12.1,17.7,84.7,80.9,5.7,7.3,30,13.3,58,58135
48253,48,5,12652,7326,18.3,26.5,78.4,68.7,10.3,4.2,21.4,20.5,43,43897
48255,48,5,8799,6080,25.4,44.1,80.9,69.6,,4.8,23.6,22,45,45502
48257,48,5,53588,55701,14,18,81.6,77.4,5.8,8.7,-33.1,16.7,60,60391
48259,48,5,17951,19410,7.8,12.3,76.3,73.9,10.4,4.5,29.5,15.7,73,73240
48261,48,5,295,270,26.7,39.3,94.6,51.9,0,0,16.6,48.1,36,36438
48263,48,5,423,398,9.6,24.8,72.8,49.7,10.1,1.5,9.7,38.9,47,47024
48265,48,5,24194,25955,15.9,23.5,79.1,72.8,10.4,8,19.7,16.7,43,43810
48267,48,5,2239,2247,20.6,30.2,73.4,68.3,13.1,7.6,17.7,18,40,40125
48269,48,5,136,131,7.1,10.5,88.6,72.9,6,5.1,11.6,21.1,63,63250
48271,48,5,2092,1485,17.8,27.1,77.6,48.7,13.2,13.2,17.9,38.1,38,38281
48273,48,5,16601,15428,26.1,31,73.5,69.5,,11.7,17.8,25.9,38,38247
48275,48,5,1902,1894,16.5,23.7,77.8,67.1,7,7.1,17,25,40,40493
48277,48,5,24057,25509,18.6,27.6,81.9,79.2,6.7,7.4,19,13.9,40,40748
48279,48,5,6966,6776,23.5,35,79.7,73.8,9.9,6.2,15.6,16.1,39,39851
48281,48,5,9908,10311,14.6,22.7,73.9,65.5,8,8.6,28.1,26.5,49,49630
48283,48,5,4021,3170,15.6,29,80.7,78.2,,8.1,20.8,14,37,37292
48285,48,5,9456,10093,9.2,11,80.4,73.4,12.1,4,26.5,14.4,48,48677
48287,48,5,8393,8271,14.7,21.1,79.4,74.5,8.4,5.7,25.3,16.7,53,53902
48289,48,5,8308,8511,13.9,20.7,80.9,69.4,15.7,7.5,26.7,14.5,49,49802
48291,48,5,38184,39302,17.6,22.7,85.9,78.4,7.8,11.5,34.2,13.6,48,48729
48293,48,5,12091,11363,23.2,41.7,80.8,61.3,10.1,8.2,20,28.6,37,37554
48295,48,5,1866,1617,9.2,10.8,78.6,72.7,12.2,5,20.1,14.7,63,63125
48297,48,5,6421,5452,15.3,23.7,78.1,73.5,12.1,4.3,33.6,14.2,50,50400
48299,48,5,9219,10104,14.9,25.7,71.4,72,16.4,5.8,23.4,11.4,48,48259
48301,48,5,74,43,28.9,0,64.5,71,,15.1,25.4,27.4,0,37153
48303,48,5,143698,147084,19.4,23.4,81.2,76.5,,6.2,16.9,16.8,46,46075
48305,48,5,2902,2862,19.3,31.9,78.2,65.9,12.5,10.9,20.1,21.7,39,39526
48307,48,5,4086,4187,18.8,27,80.5,68.1,,4.3,16.2,16.2,40,40561
48309,48,5,117708,123797,21.5,29.8,82.3,79.5,5.7,6.2,19,14.7,42,42687
48311,48,5,405,373,11.8,11.3,75.8,60.5,,14.1,11.8,25.6,46,46250
48313,48,5,8648,5190,20.2,31.3,76.3,65.1,11.8,5.7,22.1,22.4,39,39390
48315,48,5,4900,5348,22.6,35.7,79.2,78.7,5.9,8,28.8,15.2,34,34175
48317,48,5,2624,2628,13.3,17.1,74.9,77,10.1,3.5,17.8,12.9,55,55682
48319,48,5,2196,1870,14.3,21.4,73.3,66,,6.8,20.3,11.6,37,37654
48321,48,5,18119,18479,21.7,35.2,80.8,77.4,7,6.4,23.1,15.6,40,40797
48323,48,5,27870,28678,26.7,34.9,77.2,68.8,,13.1,20.8,25,33,33747
48325,48,5,24482,22910,14.9,21.1,82.1,73.6,9,6.6,30,17.3,57,57338
48327,48,5,1065,1117,,21.2,73.8,52.9,,8.3,17.5,24.6,34,34464
48329,48,5,75306,75984,8.8,11,84.9,81.2,7.1,3.4,19.5,11.4,68,68806
48331,48,5,12087,12257,17.4,26.4,75.8,68.5,9.8,9.6,26.4,21.3,38,38929
48333,48,5,2242,2633,14.6,21.4,84.4,71.3,9,3.6,17.4,19.5,43,43920
48335,48,5,5665,3504,11.5,10.8,80.7,66.7,7,5.5,22.2,25.9,49,49870
48337,48,5,9597,9881,15,23.8,79.8,76.4,9.9,6.6,24.4,13.3,46,46172
48339,48,5,248919,253667,12,17,80.7,80.4,7.8,6.1,32.7,11.7,68,68838
48341,48,5,11512,10769,20.1,31.5,75.7,82,5.9,4.1,16.4,11.7,49,49802
48343,48,5,6103,6597,18.7,27.7,87.1,75.3,,12.7,24.1,17.5,39,39453
48345,48,5,596,475,16.9,15.3,81.8,65.6,12.9,11,17.1,21.6,31,31683
48347,48,5,31409,34122,24.6,31.8,79.3,72,7.9,8.6,19.6,20,39,39538
48349,48,5,23717,24401,20.7,31.5,81.6,74.8,,10.9,24.9,17.3,41,41505
48351,48,5,7347,6884,12.9,17.1,84.3,79.4,4.8,12.1,36.1,15.8,38,38144
48353,48,5,7618,7443,21.2,30.4,81.3,76.1,6.5,7.7,15.9,17.1,37,37102
48355,48,5,173195,178865,18,26.4,80.3,76.6,6.9,6.6,19.8,16.3,50,50337
48357,48,5,5439,5203,13.7,15.9,80.6,80.1,9.2,5.2,16.5,10.4,51,51517
48359,48,5,1137,934,13.1,17.6,80.9,73.2,6.7,7.4,17.6,20.1,50,50893
48361,48,5,41232,41985,15.5,20.2,87,80.8,5.4,8.4,23.2,13.7,49,49763
48363,48,5,13822,14099,19.8,27,84.2,76.7,9,8.3,24.5,14.1,39,39516
48365,48,5,11536,12364,15,22.8,87.1,81.5,6.9,5.7,25.9,11.7,50,50119
48367,48,5,60724,60694,9.9,14.9,82.9,76.6,8,6.1,31.9,15.2,67,67288
48369,48,5,5150,4854,17.2,27.6,73.5,77.6,9.3,3.6,15.9,12.5,45,45326
48371,48,5,9003,6804,12,13.5,81.8,68.6,6,4.8,17.6,24.5,50,50305
48373,48,5,24757,21356,17.4,26.8,75.7,68.7,8.7,10,27.2,22.2,39,39662
48375,48,5,62842,59510,22,30.4,75.6,81.2,6.2,5.3,18.3,12.4,38,38159
48377,48,5,3605,3699,21.7,32.6,60.6,54.9,11.3,9.6,14.9,33.2,32,32132
48379,48,5,5630,5407,11,18.3,81.1,75.3,9,7.9,37,15.6,48,48448
48381,48,5,62256,64526,10.5,13.2,85.5,75.4,7.1,3.9,19.1,17.5,60,60972
48383,48,5,1853,1745,15.5,22,84,70,11.1,2.2,16.6,18.7,52,52181
48385,48,5,1654,1702,16.6,26.6,55.4,61.8,17.7,12,18.9,20.5,36,36523
48387,48,5,6100,6467,18.8,24.2,82.5,68.5,13.8,7.2,30.4,17.4,31,31563
48389,48,5,8004,6175,16.8,24.5,86.4,67.8,3.9,6.7,16.5,28.3,43,43540
48391,48,5,3636,3641,16.9,25.4,78.2,75.2,9.8,6.7,23.4,13.9,44,44240
48393,48,5,442,489,1.5,1.4,70.4,59.1,,1.9,18.5,23.2,63,63889
48395,48,5,8262,8270,17.4,24.1,80.8,69.8,7.6,9.2,25.7,22.4,46,46501
48397,48,5,41950,43586,6.3,7.5,83.1,76.9,6.7,5.9,32,16.2,87,87524
48399,48,5,5181,5264,20.3,29,84,67.7,12.1,3.4,18.1,19.9,41,41526
48401,48,5,28172,25285,17.5,26,85.7,79.2,7.9,4.9,24.1,12.8,46,46173
48403,48,5,5090,5350,27.4,49.9,85.4,75.1,,12.1,29.8,18.1,31,31307
48405,48,5,4152,4543,24.8,40.3,84.9,82,,16.3,25.2,9.7,31,28275
48407,48,5,13414,13609,,23.2,79,69.1,7.6,12.6,40.9,23,43,43029
48409,48,5,33039,33031,15.3,21.2,83.6,77.6,4.4,5.2,22.9,17.9,52,52261
48411,48,5,3231,2662,15.2,23.8,71.9,64.5,13.5,4.9,18.6,21.7,39,39040
48413,48,5,1582,1642,19.5,29.4,74.3,67.4,9.1,4.1,25.2,23.5,55,55543
48415,48,5,9312,7926,9.9,11.3,84.7,77.7,6,3.3,16,16.2,56,56842
48417,48,5,1633,1719,19.1,19.6,78.4,74,12.3,3.8,16.9,13.4,48,48750
48419,48,5,12565,13160,21.8,34.4,76.7,75.3,7.8,7.9,24.8,16.8,37,37756
48421,48,5,1574,1492,12.4,20.2,72.2,75.1,11.3,3.7,16.3,13.2,51,51987
48423,48,5,105157,112395,17.4,24.8,83.7,80.9,6.3,7.2,22.9,12.7,46,46929
48425,48,5,4159,4449,13.9,18.1,84.1,79.8,5.5,2.1,28.8,14.5,51,51912
48427,48,5,30368,32280,36.6,45.1,68.6,68.2,8.6,13.8,22.9,22.5,31,26172
48429,48,5,5036,4416,20,33.2,80.6,70.7,13,3.9,17.6,16.3,43,43951
48431,48,5,696,650,16,29.9,73.4,64.5,14.6,0.3,19.5,20.9,53,53456
48433,48,5,722,692,19.5,30.7,81,55.3,13.6,6.9,17.9,29.3,42,42155
48435,48,5,2036,1930,8.4,9.9,79.2,76.5,8.6,4.3,16.8,14.6,51,51667
48437,48,5,4041,3672,22.6,33.5,81.9,79.2,8.2,6.4,19.4,12.6,37,37040
48439,48,5,937266,977260,15,21.5,82.9,83.1,5.4,6.9,26.5,11.4,58,-58711
